month,season,time,species,dw.export,fw.export,fw.export.avg,C.dw.export,C.fw.export,C.fw.export.avg
Apr-16,Spring,2,h,0.800863306,6.436301449,6.067622198,0.22175008,1.782139785,1.680056629
Apr-16,Spring,2,h,0.009642708,0.075312875,0.073056549,0.002669958,0.020853292,0.02022854
Apr-16,Spring,2,o,0.03827974,0.301847752,0.307123192,0.009803484,0.077303541,0.078654587
Apr-16,Spring,2,o,0.021754942,0.174924054,0.174542649,0.005571465,0.044798243,0.044700564
Apr-16,Spring,2,o,0.200300924,1.528856246,1.607039626,0.051297287,0.391541766,0.411564616
Apr-16,Spring,2,o,0.237835058,1.888041002,1.908180726,0.06090982,0.483529377,0.488687183
Apr-16,Spring,2,h,0.01201869,0.098082226,0.091057824,0.003327841,0.02715787,0.025212892
Apr-16,Spring,2,h,0.110003911,0.933330516,0.833428336,0.030458851,0.258428767,0.230766972
Apr-16,Spring,2,h,0.473787671,3.518037361,3.589582103,0.1311865,0.974105143,0.993915081
Apr-16,Spring,2,h,1.160607227,8.994213407,8.793168723,0.321359142,2.490396957,2.434729936
Apr-16,Spring,2,h,1.031650868,8.446478246,7.816149973,0.285652571,2.338735226,2.164204387
Apr-16,Spring,2,o,0.091659156,0.769338928,0.735392992,0.023474011,0.197028546,0.188334954
Apr-16,Spring,2,o,0.11498112,0.97577869,0.922508056,0.029446791,0.249897996,0.236255328
Apr-16,Spring,2,o,0.224141506,1.812712226,1.798315628,0.057402886,0.464237595,0.46055061
Apr-16,Spring,2,o,0.252436267,1.884648398,2.025328071,0.064649206,0.482660528,0.518688747
Apr-16,Spring,2,o,0.004935978,0.041471893,0.039601975,0.001264109,0.010620997,0.010142109
Apr-16,Spring,2,d,0.036579923,0.259881243,0.244575502,0.009786409,0.069527324,0.065432503
Apr-16,Spring,2,d,0.242610355,1.571995782,1.622107007,0.064906757,0.420563865,0.433970371
Apr-16,Spring,2,d,0.017938207,0.133068573,0.1199359,0.004799098,0.035600498,0.032087049
Apr-16,Spring,2,d,0.038242705,0.255917834,0.25569296,0.010231261,0.068466973,0.068406812
Apr-16,Spring,2,d,0.087825737,0.605518536,0.587208008,0.023496457,0.161997391,0.157098685
Apr-16,Spring,2,d,0,0,0,0,0,0
Apr-16,Spring,2,d,0.032782819,0.196768259,0.219187843,0.008770551,0.052642393,0.058640416
Apr-16,Spring,2,d,0.099552236,0.687997972,0.665612066,0.026633706,0.184063526,0.178074513
Apr-16,Spring,2,d,0.159381813,1.058500593,1.065636113,0.042640211,0.283185938,0.28509494
May-16,Spring,3,d,0.779307344,5.992801984,5.778728966,0.231822855,1.782696485,1.719015553
May-16,Spring,3,d,0.117315767,0.839136764,0.869921253,0.034898267,0.249620489,0.258778041
May-16,Spring,3,d,0.031664784,0.233491564,0.234801078,0.009419417,0.069457424,0.069846969
May-16,Spring,3,h,0.0974237,0.722114039,0.762503517,0.026908601,0.199449197,0.210604844
May-16,Spring,3,h,0.143487833,1.084526583,1.123032458,0.039631598,0.299548194,0.310183586
May-16,Spring,3,h,0.092770883,0.741165311,0.726087436,0.025623485,0.204711193,0.200546657
May-16,Spring,3,h,0,0,0,0,0,0
May-16,Spring,3,o,0.061799289,0.53778697,0.522018137,0.017347946,0.150964511,0.146537973
May-16,Spring,3,o,0.145465698,1.220270242,1.228747675,0.040834306,0.342547347,0.344927084
May-16,Spring,3,o,0.293351843,2.343224399,2.477940847,0.082348067,0.657776675,0.695593513
May-16,Spring,3,o,0.231549371,1.959187737,1.955895824,0.064999227,0.549972079,0.549047992
May-16,Spring,3,h,0.030853633,0.269231042,0.24148132,0.008521829,0.074362098,0.066697575
May-16,Spring,3,h,0,0,0,0,0,0
May-16,Spring,3,h,0.07031262,0.547523524,0.550313938,0.019420472,0.151226983,0.1519977
May-16,Spring,3,h,0,0,0,0,0,0
May-16,Spring,3,d,0.412472188,3.049563773,3.058568611,0.122699319,0.907162732,0.909841427
May-16,Spring,3,d,0.002419096,0.019063761,0.017938109,0.000719616,0.005670953,0.005336102
May-16,Spring,3,d,0.538327104,4.075534668,3.991809461,0.160137752,1.212361321,1.187455336
May-16,Spring,3,d,0.001916194,0.014264395,0.014208984,0.000570016,0.004243272,0.004226788
May-16,Spring,3,o,0.30708645,2.629957672,2.593956971,0.086203568,0.738266815,0.728160902
May-16,Spring,3,o,0.0041635,0.035347447,0.035169054,0.001168754,0.009922535,0.009872458
May-16,Spring,3,o,0.054424143,0.448702104,0.459720333,0.015277637,0.125957112,0.129050087
May-16,Spring,3,o,0.209983429,1.816847768,1.773728471,0.058945358,0.51001521,0.497911005
May-16,Spring,3,o,0.402433662,3.45295905,3.399354165,0.112968897,0.969295098,0.954247438
Jun-16,Summer,4,h,0,0,0,0,0,0
Jun-16,Summer,4,h,0.010916451,0.077939742,0.077369273,0.003022643,0.021580642,0.021422685
Jun-16,Summer,4,h,0.00653844,0.0430228,0.046340551,0.001810421,0.011912531,0.01283118
Jun-16,Summer,4,h,0.185323091,1.349142127,1.313459188,0.051313888,0.373562345,0.363682138
Jun-16,Summer,4,o,0.395910145,3.006384375,3.365452921,0.111137652,0.843935185,0.944730873
Jun-16,Summer,4,o,0.429377324,3.324818468,3.649942259,0.120532369,0.9333242,1.024591108
Jun-16,Summer,4,o,0.294919934,2.524065444,2.506980853,0.082788253,0.708541348,0.703745459
Jun-16,Summer,4,d,0.796187279,5.670191436,5.231137117,0.224445497,1.59842912,1.474659541
Jun-16,Summer,4,d,0.194956328,1.258720874,1.280908789,0.054958263,0.354833893,0.361088674
Jun-16,Summer,4,d,0.400994175,2.903920939,2.634625757,0.11304041,0.818616416,0.742702002
Jun-16,Summer,4,d,0.089458072,0.495723074,0.58776051,0.025218264,0.139744523,0.165689911
Jun-16,Summer,4,d,0.461662836,3.063982071,3.033233086,0.130142929,0.86373771,0.85506956
Jun-16,Summer,4,o,1.351554893,12.0859085,11.48895632,0.379400831,3.392687747,3.225114714
Jun-16,Summer,4,o,1.762598175,15.97984256,14.98304919,0.494786572,4.48577085,4.205956664
Jun-16,Summer,4,o,0.421464283,3.968788675,3.58267708,0.118311065,1.114095867,1.005708808
Jun-16,Summer,4,o,0.169153595,1.483404793,1.437898138,0.047483839,0.416412987,0.403638617
Jun-16,Summer,4,o,0.477146292,3.940618697,4.056004632,0.133941803,1.10618815,1.138578636
Jun-16,Summer,4,h,0.017662273,0.128288067,0.125179623,0.004890486,0.035521529,0.034660836
Jun-16,Summer,4,h,0.028683719,0.203293038,0.203293038,0.007942201,0.056289565,0.056289565
Jun-16,Summer,4,h,0.344204633,2.5585446,2.439516496,0.095306408,0.708432344,0.675474795
Jun-16,Summer,4,h,0.122258633,0.849591576,0.866496042,0.033852046,0.235242392,0.239923049
Jun-16,Summer,4,d,0.14100319,0.92031931,0.926424021,0.039748853,0.259438363,0.261159284
Jun-16,Summer,4,d,0.405127454,3.007199547,2.661782369,0.114205583,0.847730695,0.750357461
Jun-16,Summer,4,d,0.022443663,0.157928027,0.147460129,0.006326877,0.044519971,0.041569066
Jun-16,Summer,4,d,0.15475925,0.97749205,1.016804561,0.043626691,0.27555538,0.286637592
Jun-16,Summer,4,d,0.15423863,0.911966502,1.013383966,0.043833141,0.25917214,0.287994012
Jun-16,Summer,4,h,0.068755215,0.526430133,0.487295827,0.019037549,0.145762608,0.134926757
Jul-16,Summer,5,o,0.362328633,2.821874089,2.995677778,0.101039385,0.786911101,0.8353782
Jul-16,Summer,5,o,2.072723556,18.23996723,17.13696167,0.578002109,5.086418542,4.778833125
Jul-16,Summer,5,o,1.519146767,12.65955639,12.56007336,0.42363104,3.530258665,3.502516711
Jul-16,Summer,5,o,2.644280367,22.7374427,21.86250606,0.737387108,6.340589799,6.096603947
Jul-16,Summer,5,o,2.052675933,16.7946213,16.97121099,0.572411606,4.68336769,4.732611697
Jul-16,Summer,5,h,0,0,0,0,0,0
Jul-16,Summer,5,h,0.012333,0.083742593,0.081857012,0.003807262,0.025851782,0.025269693
Jul-16,Summer,5,h,0.018771778,0.134797342,0.124592691,0.005794947,0.041612654,0.038462424
Jul-16,Summer,5,o,1.082339,8.640521421,8.948613484,0.301822316,2.409505884,2.495420796
Jul-16,Summer,5,o,0.565845033,5.263674726,4.678320279,0.157792206,1.467834475,1.304601851
Jul-16,Summer,5,o,0.011532619,0.085881206,0.095349932,0.003216,0.023948933,0.026589393
Jul-16,Summer,5,h,0.016491667,0.098845954,0.10945906,0.005091065,0.03051427,0.033790592
Jul-16,Summer,5,h,0.023922857,0.165938892,0.15878161,0.007385113,0.051226215,0.049016725
Jul-16,Summer,5,h,0.07159881,0.504555372,0.475218085,0.022102932,0.155758917,0.146702341
Jul-16,Summer,5,d,0.155753619,1.11252585,1.201684167,0.045719055,0.326564682,0.352735721
Jul-16,Summer,5,d,0.219501,1.752318906,1.693513628,0.064431109,0.514365996,0.49710462
Jul-16,Summer,5,d,0.061531238,0.488989972,0.474731277,0.018061539,0.143535411,0.139349992
Jul-16,Summer,5,d,0.387416429,2.499460832,2.989029673,0.113720075,0.733677902,0.877383231
Jul-16,Summer,5,d,0.235728571,1.776037175,1.818714027,0.06919446,0.521328125,0.533855252
Jul-16,Summer,5,d,0.32769,2.99260274,2.528223019,0.096188309,0.878432049,0.742120596
Jul-16,Summer,5,d,0.162280952,1.256368657,1.252044427,0.047635053,0.368787504,0.367518193
Jul-16,Summer,5,d,0.245780571,2.058260934,1.896268111,0.072145069,0.604170526,0.556620049
Aug-16,Summer,6,o,0.348055556,2.743222223,2.610919625,0.099917202,0.787503845,0.749523398
Aug-16,Summer,6,h,0,0,0,0,0,0
Aug-16,Summer,6,o,0,0,0,0,0,0
Aug-16,Summer,6,o,0,0,0,0,0,0
Aug-16,Summer,6,h,0.027255556,0.164211113,0.174685141,0.009026231,0.054381844,0.057850531
Aug-16,Summer,6,h,0.04565,0.319835186,0.292578023,0.015117924,0.105919914,0.096893152
Aug-16,Summer,6,h,0.227066667,1.339096301,1.455305948,0.075197736,0.443468924,0.481954107
Aug-16,Summer,6,h,0,0,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0,0,0
Aug-16,Summer,6,h,0.03822963,0.181233335,0.245019706,0.012660518,0.060019098,0.08114325
Aug-16,Summer,6,d,0.130993329,1.061438844,0.985323933,0.039102552,0.316847951,0.294127044
Aug-16,Summer,6,d,0.399370418,2.908541127,3.004040238,0.119215251,0.868222698,0.896729943
Aug-16,Summer,6,d,0.477015354,3.958588801,3.588080771,0.142392883,1.181670294,1.071070695
Aug-16,Summer,6,d,0.457355818,3.294990117,3.440202925,0.136524355,0.9835808,1.02692798
Aug-16,Summer,6,d,0.174121325,1.2681289,1.309730123,0.051976603,0.378546579,0.390964876
Aug-16,Summer,6,d,0.117582021,0.904488085,0.884444882,0.03509917,0.269996899,0.264013843
Aug-16,Summer,6,d,0.311509185,2.340753574,2.343153333,0.092987973,0.69873359,0.699449937
Aug-16,Summer,6,d,0.123126897,0.899881722,0.926153106,0.03675436,0.268621863,0.276464081
Aug-16,Summer,6,d,0.407309653,2.776663716,3.063758685,0.121585176,0.82885624,0.914556376
Aug-16,Summer,6,d,0.320676248,2.554820335,2.412107429,0.095724415,0.762634223,0.720033284
Aug-16,Summer,6,h,0,0,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0,0,0
Sep-16,Autumn,7,o,0.568113655,4.43073325,4.144887193,0.163089845,1.271941966,1.189883405
Sep-16,Autumn,7,o,0.68913219,4.540862433,5.027823505,0.197830947,1.303557034,1.443350199
Sep-16,Autumn,7,o,0.585307513,4.536214367,4.270331461,0.16802573,1.302222702,1.225895013
Sep-16,Autumn,7,h,0.178379062,1.135301506,1.075889123,0.059073847,0.37597814,0.356302524
Sep-16,Autumn,7,h,0.098291927,0.652055905,0.592845449,0.032551367,0.21594155,0.196332805
Sep-16,Autumn,7,h,0.082945578,0.492445536,0.500284306,0.027469112,0.163083336,0.165679304
Sep-16,Autumn,7,h,0.944538821,5.826972346,5.696963716,0.312803205,1.92972018,1.886665183
Sep-16,Autumn,7,h,0.701865179,4.070818041,4.233283344,0.232436902,1.348134032,1.401937715
Sep-16,Autumn,7,d,0.272182274,1.91841654,1.833643072,0.081248577,0.572662621,0.547357065
Sep-16,Autumn,7,d,0.232079563,1.561778318,1.563478314,0.069277598,0.46620327,0.466710733
Sep-16,Autumn,7,d,0.470438174,3.353614716,3.169257447,0.140429543,1.00108071,0.946048596
Sep-16,Autumn,7,d,0.338631262,2.109028054,2.281297964,0.101084129,0.629561676,0.680985617
Sep-16,Autumn,7,o,1.700417641,12.66940697,12.40603749,0.488143257,3.637039179,3.561433025
Sep-16,Autumn,7,o,0.805581541,6.188551454,5.877423615,0.231260361,1.77656335,1.687247083
Sep-16,Autumn,7,o,0.55183373,3.79192289,4.026110867,0.158416325,1.088557037,1.15578598
Sep-16,Autumn,7,o,0.979327204,7.132320149,7.145050554,0.281137974,2.047493452,2.051148002
Sep-16,Autumn,7,o,0.798172027,5.690180344,5.823364714,0.229133292,1.633494676,1.671728255
Sep-16,Autumn,7,h,1.249530063,6.710032912,7.536511229,0.413807246,2.222163613,2.495868685
Sep-16,Autumn,7,h,0.258411274,1.400523581,1.55860153,0.085578139,0.463811815,0.516162536
Sep-16,Autumn,7,h,0.446592496,3.083417114,2.693612151,0.147898171,1.021136171,0.892044344
Sep-16,Autumn,7,d,0.481914342,3.02283314,3.246570328,0.14385527,0.902339774,0.969127107
Sep-16,Autumn,7,d,0.416236814,2.975578438,2.804112624,0.124250005,0.888233869,0.837049958
Oct-16,Autumn,8,h,0.061542857,0.278957143,0.296092473,0.02084123,0.094467665,0.100270472
Oct-16,Autumn,8,h,0.080935714,0.363621427,0.389394593,0.02740854,0.123138869,0.131866843
Oct-16,Autumn,8,h,0.019903571,0.098532141,0.095759246,0.006740261,0.033367496,0.032428466
Oct-16,Autumn,8,h,0.146078571,0.659818569,0.702807238,0.049468895,0.223444787,0.238002719
Oct-16,Autumn,8,h,0.09585,0.483685715,0.461149595,0.0324592,0.163798136,0.156166373
Oct-16,Autumn,8,d,0.342589317,2.132016453,2.114741563,0.099331626,0.61816481,0.613156064
Oct-16,Autumn,8,d,0.307155172,1.827603448,1.896013029,0.089057717,0.529902167,0.549737096
Oct-16,Autumn,8,d,0.335462069,1.999458619,2.070746357,0.097265125,0.579730497,0.60039993
Oct-16,Autumn,8,d,0.225448276,1.446344832,1.391651216,0.065367315,0.41935862,0.403500549
Oct-16,Autumn,8,d,0.254063793,1.624422413,1.5682896,0.073664205,0.470991099,0.454715741
Oct-16,Autumn,8,d,0.357957157,2.352709244,2.209604446,0.103787434,0.682153302,0.640660962
Oct-16,Autumn,8,d,0,0,0,0,0,0
Oct-16,Autumn,8,o,0.146909131,1.025093532,1.078292493,0.041575972,0.29010627,0.305161825
Oct-16,Autumn,8,o,0.274130234,1.978826967,2.012077612,0.07758014,0.560017299,0.569427387
Oct-16,Autumn,8,o,0.150979928,1.191311098,1.108171574,0.042728027,0.33714662,0.313617745
Oct-16,Autumn,8,o,0.281770255,1.986226658,2.068154298,0.079742302,0.562111446,0.585297352
Oct-16,Autumn,8,o,0.35238766,2.721647656,2.586476183,0.099727358,0.770239033,0.731984873
Oct-16,Autumn,8,h,0.278724138,1.347586209,1.340986158,0.094388759,0.45635441,0.45411933
Oct-16,Autumn,8,h,0.224905172,1.120362068,1.082054553,0.076163192,0.379405909,0.36643323
Oct-16,Autumn,8,h,0.176724138,0.980862071,0.850247935,0.059846887,0.332164821,0.287932892
Oct-16,Autumn,8,h,0.244744828,1.019917244,1.177506293,0.082881808,0.345390691,0.398757561
Oct-16,Autumn,8,h,0.157862069,0.848586209,0.759499521,0.053459327,0.287370156,0.257201323
Oct-16,Autumn,8,o,0.156957333,1.073491568,1.152044892,0.04441966,0.303803141,0.3260341
Oct-16,Autumn,8,o,0.185665484,1.321892045,1.362758708,0.052544201,0.37410164,0.385667097
Oct-16,Autumn,8,o,0.172525605,1.398600509,1.266313833,0.048825554,0.395810494,0.358372745
Nov-16,Autumn,9,o,0.129582044,1.002812404,0.988197244,0.036672325,0.283800607,0.279664448
Nov-16,Autumn,9,o,0.126797815,0.988792784,0.966964616,0.035884375,0.279832989,0.273655515
Nov-16,Autumn,9,o,0.211472017,1.675964444,1.612693071,0.059847571,0.474305787,0.456399692
Nov-16,Autumn,9,o,0.088419355,0.644298364,0.674289124,0.025023092,0.182339455,0.19082698
Nov-16,Autumn,9,o,0.175253688,1.311939972,1.336490814,0.049597614,0.371285156,0.37823316
Nov-16,Autumn,9,h,0.008008065,0.044935487,0.049256519,0.002711898,0.015217214,0.016680513
Nov-16,Autumn,9,h,0.009203226,0.053058066,0.056607792,0.003116634,0.017967891,0.019169991
Nov-16,Autumn,9,h,0.084387097,0.530825808,0.519053565,0.028577336,0.17976193,0.17577531
Nov-16,Autumn,9,h,0.045658065,0.27274839,0.280836553,0.015461912,0.092365097,0.095104119
Nov-16,Autumn,9,d,0.049967966,0.268496465,0.313049523,0.014487899,0.077848868,0.090766748
Nov-16,Autumn,9,d,0.217738086,1.375790302,1.364130052,0.063131794,0.398901776,0.39552096
Nov-16,Autumn,9,d,0.083000815,0.512476434,0.520000466,0.024065566,0.148589331,0.150770876
Nov-16,Autumn,9,d,0.042288346,0.281201174,0.264936671,0.012261241,0.081532518,0.076816727
Nov-16,Autumn,9,o,0.22131135,1.655506893,1.687728172,0.062632149,0.468516204,0.477634977
Nov-16,Autumn,9,o,0.181955725,1.478766756,1.387600785,0.051494322,0.418497917,0.392697521
Nov-16,Autumn,9,o,0.050510641,0.366390031,0.385195932,0.014294748,0.103690095,0.109012253
Nov-16,Autumn,9,h,0.197325,1.305524997,1.213719258,0.066823282,0.442110557,0.411020929
Nov-16,Autumn,9,h,0.058265625,0.39841875,0.358383941,0.019731409,0.134922836,0.121365216
Nov-16,Autumn,9,h,0.044225,0.271950001,0.272021965,0.014976611,0.092094726,0.092119096
Nov-16,Autumn,9,d,0.30118595,1.74185569,1.886931282,0.087326979,0.505040142,0.5471039
Nov-16,Autumn,9,d,0.190055243,1.195630843,1.190696921,0.055105327,0.34666567,0.34523511
Nov-16,Autumn,9,d,0.540213825,3.5550331,3.384441954,0.156631613,1.030759569,0.981297735
Nov-16,Autumn,9,d,0.118993138,0.919664661,0.745492525,0.034501315,0.266651005,0.216150886
Nov-16,Autumn,9,d,0.14988635,0.899540977,0.939038632,0.043458608,0.260816269,0.272268367
Dec-16,Winter,10,o,0.073125,0.590624999,0.583114346,0.020694717,0.167149641,0.165024091
Dec-16,Winter,10,o,0.042267857,0.338499998,0.337052906,0.011962001,0.095797085,0.095387551
Dec-16,Winter,10,o,0.050025,0.433673213,0.398910019,0.014157309,0.12273155,0.112893404
Dec-16,Winter,10,o,0.025544643,0.216232145,0.203698431,0.007229254,0.06119471,0.05764761
Dec-16,Winter,10,d,0.105326893,0.545874808,0.623473379,0.030538873,0.15827298,0.180772199
Dec-16,Winter,10,d,0.042731658,0.273459698,0.252946332,0.012389776,0.079287926,0.073340204
Dec-16,Winter,10,d,0.080850167,0.456271037,0.478585529,0.023441999,0.132292928,0.138762875
Dec-16,Winter,10,d,0.237625258,1.481484328,1.40660204,0.068897954,0.429547097,0.407835447
Dec-16,Winter,10,d,0.068122515,0.453634022,0.4032453,0.019751696,0.131528342,0.116918448
Dec-16,Winter,10,d,0.030275535,0.162914489,0.179213395,0.008778202,0.047236035,0.051961801
Dec-16,Winter,10,d,0.037910176,0.2233292,0.224405988,0.010991818,0.064752902,0.06506511
Dec-16,Winter,10,d,0.067775394,0.421362038,0.401190548,0.019651051,0.122171282,0.116322685
Dec-16,Winter,10,d,0.029728661,0.178008788,0.175976222,0.008619639,0.051612533,0.051023203
Dec-16,Winter,10,o,0.094928571,0.821571422,0.756980671,0.02686523,0.23250856,0.214229075
Dec-16,Winter,10,o,0.136973214,1.098944642,1.092253621,0.038764061,0.31100648,0.30911289
Dec-16,Winter,10,o,0.103210714,0.845139284,0.823024245,0.029209115,0.239178375,0.232919716
Dec-16,Winter,10,o,0,0,0,0,0,0
Dec-16,Winter,10,o,0.117148214,0.861626785,0.934164843,0.033153493,0.243844415,0.264373026
Dec-16,Winter,10,h,0.007475,0.053557143,0.050376131,0.002531377,0.018136902,0.017059665
Dec-16,Winter,10,h,0.007292857,0.047187499,0.049148618,0.002469695,0.015979848,0.016643973
Dec-16,Winter,10,h,0.010375,0.067417857,0.069920048,0.00351345,0.022830774,0.023678131
Dec-16,Winter,10,h,0.026571429,0.193471432,0.179072346,0.008998303,0.065518288,0.060642098
Dec-16,Winter,10,h,0.018517857,0.130099999,0.124797055,0.006270994,0.044057818,0.042261999
Dec-16,Winter,10,h,0.022621429,0.166035717,0.152452183,0.007660652,0.056227298,0.051627291
Dec-16,Winter,10,h,0.027992857,0.185971427,0.188651749,0.009479663,0.062978443,0.063886123
Dec-16,Winter,10,h,0.039642857,0.245578571,0.267164381,0.013424887,0.083164152,0.090474096
Dec-16,Winter,10,h,0.053946429,0.33806786,0.363560182,0.018268732,0.114485261,0.123118129
Jan-17,Winter,11,h,0.247825602,1.47532952,1.504306145,0.075484263,0.449365037,0.458190917
Jan-17,Winter,11,h,0.337453596,2.11048284,2.048349783,0.102783714,0.642823984,0.623899111
Jan-17,Winter,11,h,0.655052962,3.942032104,3.97618401,0.199520103,1.200688645,1.211090844
Jan-17,Winter,11,h,0.076024448,0.500856053,0.461469854,0.023155999,0.15255385,0.140557357
Jan-17,Winter,11,d,0.014307692,0.095030767,0.094695937,0.003773911,0.025066074,0.024977756
Jan-17,Winter,11,d,0.0563,0.367399999,0.372623428,0.014850137,0.096908357,0.09828613
Jan-17,Winter,11,d,0.072553846,0.491415384,0.48020005,0.019137382,0.129619645,0.126661399
Jan-17,Winter,11,d,0.067569231,0.416523079,0.447209209,0.0178226,0.109865452,0.117959471
Jan-17,Winter,11,d,0.031676923,0.217999999,0.209654772,0.008355358,0.05750142,0.055300216
Jan-17,Winter,11,d,0.040644,0.287495999,0.26900367,0.010720586,0.07583224,0.070954555
Jan-17,Winter,11,d,0.056,0.37792,0.370637868,0.014771007,0.099683196,0.097762403
Jan-17,Winter,11,d,0,0,0,0,0,0
Jan-17,Winter,11,d,0.008616,0.054088,0.057025283,0.002272625,0.014266683,0.015041444
Jan-17,Winter,11,d,0.037056,0.232752,0.245256372,0.009774186,0.061392526,0.064690779
Jan-17,Winter,11,o,0.170002388,1.280330485,1.388363663,0.043720443,0.32926959,0.357053073
Jan-17,Winter,11,o,0.104157726,0.808585116,0.850628063,0.026786812,0.207948255,0.218760669
Jan-17,Winter,11,o,0.518127629,4.499081662,4.231408638,0.133249715,1.157053426,1.088214491
Jan-17,Winter,11,o,0.114442852,0.9516552,0.934623914,0.029431894,0.24474237,0.240362341
Jan-17,Winter,11,o,0.115706336,1.009411756,0.944942447,0.029756831,0.25959594,0.243016015
Jan-17,Winter,11,h,0.138120863,0.746677346,0.838396281,0.042069711,0.227427628,0.255363951
Jan-17,Winter,11,h,0.255950225,1.499624379,1.553622762,0.077958911,0.456764916,0.473212079
Jan-17,Winter,11,h,0.009694264,0.056967417,0.058844368,0.002952739,0.01735149,0.017923183
Jan-17,Winter,11,h,0.081654829,0.55817176,0.495646374,0.024870935,0.170011425,0.150967054
Jan-17,Winter,11,o,0.164657214,1.299919408,1.344711069,0.042345796,0.33430738,0.345826697
Jan-17,Winter,11,o,0.499948875,4.274139203,4.082947656,0.128574585,1.099203744,1.050033969
Jan-17,Winter,11,o,0.310882161,2.477871244,2.538890783,0.079951265,0.637247694,0.652940422
Jan-17,Winter,11,o,0.216480763,1.753027983,1.76794002,0.055673541,0.45083579,0.4546708
Jan-17,Winter,11,o,0.12856413,1.06916406,1.049948584,0.03306354,0.274962766,0.270021017
Feb-17,Winter,12,o,0,0,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0,0,0
Feb-17,Winter,12,h,0.192,1.143343751,1.242950456,0.058480554,0.348246748,0.378585577
Feb-17,Winter,12,h,0.02694375,0.18893125,0.174425762,0.008206695,0.057545855,0.053127683
Feb-17,Winter,12,h,0.03976875,0.2391125,0.257450968,0.012113013,0.072830372,0.078416016
Feb-17,Winter,12,h,0.073875,0.445218751,0.478244609,0.022501307,0.135607495,0.145666716
Feb-17,Winter,12,h,0,0,0,0,0,0
Feb-17,Winter,12,d,0.0596625,0.438112502,0.404761841,0.015737057,0.115560051,0.106763215
Feb-17,Winter,12,d,0.11300625,0.756918752,0.766656071,0.029807431,0.199650933,0.202219326
Feb-17,Winter,12,d,0,0,0,0,0,0
Feb-17,Winter,12,d,0.031525,0.208568751,0.213871645,0.008315286,0.055013759,0.056412493
Feb-17,Winter,12,d,0,0,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0,0,0
